RowId,Speed_Diff
842,High
843,Medium
844,High
845,Medium
846,None
847,Low
848,None
849,Medium
850,High
851,Low
852,None
853,High
854,Medium
855,None
856,High
857,Very_High
858,None
859,None
860,Medium
861,None
862,None
863,Low
864,Low
865,Very_High
866,Medium
867,Medium
868,Medium
869,Low
870,Medium
871,High
872,Medium
873,Medium
874,Low
875,Medium
876,None
877,None
878,Low
879,Very_High
880,Medium
881,Medium
882,Low
883,None
884,High
885,Medium
886,Very_High
887,None
888,Low
889,High
890,Medium
891,None
892,Very_High
893,Low
894,Medium
895,Low
896,None
897,None
898,High
899,High
900,None
901,None
902,None
903,Low
904,Medium
905,Very_High
906,Medium
907,None
908,None
909,None
910,None
911,None
912,None
913,High
914,Low
915,Low
916,Low
917,None
918,Medium
919,Medium
920,None
921,None
922,Medium
923,Low
924,High
925,None
926,Low
927,Low
928,Medium
929,None
930,Medium
931,Low
932,Medium
933,Medium
934,None
935,None
936,Low
937,None
938,Medium
939,Low
940,High
941,Low
942,Medium
943,Very_High
944,High
945,Low
946,None
947,Medium
948,None
949,Low
950,Medium
951,None
952,Medium
953,None
954,Low
955,None
956,None
957,High
958,Medium
959,None
960,Medium
961,None
962,None
963,Very_High
964,Very_High
965,None
966,None
967,None
968,None
969,None
970,Medium
971,Very_High
972,Medium
973,Medium
974,None
975,Medium
976,None
977,Low
978,Medium
979,High
980,Low
981,High
982,Medium
983,Low
984,Medium
985,None
986,Medium
987,None
988,Low
989,None
990,Medium
991,Medium
992,High
993,High
994,High
995,None
996,Medium
997,None
998,None
999,None
1000,None
1001,Low
1002,Medium
1003,Medium
1004,None
1005,None
1006,Low
1007,Medium
1008,High
1009,Medium
1010,None
1011,Medium
1012,High
1013,None
1014,Medium
1015,High
1016,None
1017,Low
1018,Medium
1019,High
1020,Medium
1021,None
1022,None
1023,None
1024,Medium
1025,Low
1026,Low
1027,Medium
1028,Low
1029,Medium
1030,High
1031,Low
1032,Medium
1033,High
1034,Medium
1035,Low
1036,None
1037,Low
1038,High
1039,None
1040,Medium
1041,Medium
1042,None
1043,High
1044,None
1045,None
1046,Low
1047,Very_High
1048,High
1049,Medium
1050,Low
1051,Low
1052,Very_High
1053,Medium
1054,None
1055,Low
1056,None
1057,None
1058,None
1059,Low
1060,Low
1061,Medium
1062,None
1063,None
1064,Very_High
1065,Medium
1066,Very_High
1067,Medium
1068,Low
1069,None
1070,High
1071,None
1072,None
1073,Medium
1074,Medium
1075,Low
1076,High
1077,Medium
1078,Low
1079,Medium
1080,Low
1081,Medium
1082,None
1083,Very_High
1084,None
1085,None
1086,High
1087,High
1088,Low
1089,Low
1090,High
1091,None
1092,None
1093,Low
1094,Medium
1095,None
1096,None
1097,Medium
1098,High
1099,Medium
1100,None
1101,Low
1102,None
1103,None
1104,None
1105,Low
1106,Medium
1107,Medium
1108,None
1109,None
1110,None
1111,None
1112,None
1113,Low
1114,None
1115,None
1116,Low
1117,None
1118,None
1119,Medium
1120,Medium
1121,None
1122,None
1123,Low
1124,Medium
1125,Very_High
1126,High
1127,Very_High
1128,Medium
1129,None
1130,None
1131,Low
1132,High
1133,High
1134,Very_High
1135,None
1136,Medium
1137,High
1138,Medium
1139,Medium
1140,Low
1141,None
1142,None
1143,Low
1144,Medium
1145,Medium
1146,None
1147,High
1148,Low
1149,Low
1150,None
1151,Medium
1152,None
1153,Very_High
1154,None
1155,Very_High
1156,None
1157,Very_High
1158,None
1159,High
1160,None
1161,Low
1162,Medium
1163,None
1164,Medium
1165,None
1166,None
1167,High
1168,Medium
1169,Low
1170,None
1171,High
1172,None
1173,Low
1174,Very_High
1175,None
1176,None
1177,Low
1178,Medium
1179,Medium
1180,Low
1181,Low
1182,High
1183,None
1184,Medium
1185,High
1186,None
1187,Very_High
1188,Medium
1189,High
1190,Medium
1191,Low
1192,High
1193,High
1194,None
1195,High
1196,None
1197,Low
1198,High
1199,Very_High
1200,Medium
1201,None
1202,Medium
1203,Medium
1204,Low
1205,Medium
1206,Medium
1207,High
1208,Low
1209,Low
1210,Low
1211,None
1212,None
1213,None
1214,None
1215,High
1216,None
1217,None
1218,Medium
1219,Low
1220,None
1221,Low
1222,High
1223,High
1224,None
1225,High
1226,Medium
1227,Medium
1228,None
1229,Medium
1230,Low
1231,High
1232,None
1233,High
1234,Medium
1235,None
1236,None
1237,None
1238,Very_High
1239,Very_High
1240,None
1241,None
1242,None
1243,High
1244,High
1245,High
1246,None
1247,None
1248,Medium
1249,Medium
1250,Medium
1251,Low
1252,Low
1253,None
1254,High
1255,Medium
1256,Medium
1257,Low
1258,Medium
1259,None
1260,None
1261,Medium
1262,Medium
1263,Low
1264,High
1265,High
1266,None
1267,Medium
1268,None
1269,High
1270,None
1271,Low
1272,None
1273,None
1274,None
1275,None
1276,None
1277,Medium
1278,Low
1279,None
1280,Medium
1281,High
1282,Low
1283,Very_High
1284,High
1285,Medium
1286,None
1287,None
1288,High
1289,None
1290,Medium
1291,Medium
1292,Medium
1293,None
1294,High
1295,Medium
1296,Medium
1297,None
1298,None
1299,None
1300,None
1301,None
1302,High
1303,None
1304,Medium
1305,None
1306,Medium
1307,Low
1308,Medium
1309,Medium
1310,High
1311,None
1312,None
1313,Medium
1314,Medium
1315,None
1316,Medium
1317,None
1318,Very_High
1319,Medium
1320,High
1321,Low
1322,None
1323,Medium
1324,Medium
1325,Medium
1326,None
1327,Low
1328,None
1329,High
1330,Low
1331,None
1332,None
1333,High
1334,Very_High
1335,Low
1336,Low
1337,Medium
1338,Low
1339,High
1340,None
1341,Very_High
1342,Low
1343,Low
1344,None
1345,Medium
1346,Medium
1347,Low
1348,Medium
1349,None
1350,None
1351,Medium
1352,Medium
1353,High
1354,Medium
1355,High
1356,None
1357,Medium
1358,Very_High
1359,High
1360,High
1361,Low
1362,Medium
1363,Medium
1364,Low
1365,Medium
1366,Low
1367,Medium
1368,Medium
1369,None
1370,Medium
1371,None
1372,None
1373,High
1374,None
1375,Medium
1376,None
1377,Low
1378,None
1379,Low
1380,Very_High
1381,Medium
1382,Medium
1383,Low
1384,Medium
1385,None
1386,None
1387,Low
1388,None
1389,None
1390,None
1391,Low
1392,Very_High
1393,Medium
1394,High
1395,High
1396,Very_High
1397,Medium
1398,None
1399,Low
1400,Low
1401,None
1402,Low
1403,None
1404,Low
1405,None
1406,None
1407,None
1408,Very_High
1409,None
1410,None
1411,High
1412,High
1413,None
1414,High
1415,High
1416,Medium
1417,High
1418,Very_High
1419,Medium
1420,None
1421,Low
1422,None
1423,None
1424,Low
1425,Low
1426,Very_High
1427,Medium
1428,None
1429,None
1430,Medium
1431,Low
1432,Very_High
1433,Very_High
1434,None
1435,None
1436,None
1437,Medium
1438,High
1439,None
1440,High
1441,None
1442,None
1443,Medium
1444,High
1445,High
1446,None
1447,Medium
1448,None
1449,None
1450,None
1451,None
1452,None
1453,None
1454,Medium
1455,High
1456,High
1457,Medium
1458,Low
1459,None
1460,Very_High
1461,None
1462,Medium
1463,None
1464,None
1465,None
1466,Medium
1467,Very_High
1468,Low
1469,None
1470,Medium
1471,None
1472,Medium
1473,High
1474,High
1475,None
1476,Medium
1477,High
1478,High
1479,None
1480,Low
1481,Very_High
1482,Low
1483,High
1484,Low
1485,Medium
1486,None
1487,None
1488,Low
1489,Very_High
1490,High
1491,None
1492,None
1493,High
1494,None
1495,Low
1496,None
1497,None
1498,None
1499,None
1500,None
