RowId,Speed_Diff
1116,None
1117,High
1118,Low
1119,None
1120,High
1121,Medium
1122,Low
1123,High
1124,Low
1125,Medium
1126,High
1127,None
1128,None
1129,High
1130,None
1131,Low
1132,High
1133,None
1134,High
1135,None
1136,Medium
1137,Medium
1138,Low
1139,None
1140,None
1141,Medium
1142,None
1143,Low
1144,None
1145,Low
1146,High
1147,None
1148,Very_High
1149,None
1150,Medium
1151,None
1152,Medium
1153,None
1154,None
1155,Medium
1156,High
1157,None
1158,None
1159,None
1160,Medium
1161,Low
1162,Medium
1163,High
1164,Low
1165,None
1166,Medium
1167,None
1168,High
1169,High
1170,None
1171,Medium
1172,Low
1173,Medium
1174,Medium
1175,Medium
1176,None
1177,None
1178,High
1179,High
1180,High
1181,None
1182,None
1183,None
1184,None
1185,High
1186,High
1187,High
1188,None
1189,Medium
1190,Low
1191,High
1192,Low
1193,Low
1194,Very_High
1195,None
1196,Low
1197,Medium
1198,Low
1199,None
1200,None
1201,Low
1202,Medium
1203,None
1204,None
1205,None
1206,None
1207,Medium
1208,Very_High
1209,Low
1210,Low
1211,High
1212,Medium
1213,Low
1214,Low
1215,Medium
1216,None
1217,None
1218,Medium
1219,Low
1220,Very_High
1221,None
1222,Low
1223,None
1224,Medium
1225,Medium
1226,None
1227,None
1228,None
1229,Low
1230,Medium
1231,None
1232,Medium
1233,Low
1234,Low
1235,None
1236,None
1237,None
1238,Medium
1239,Medium
1240,Medium
1241,Very_High
1242,Medium
1243,Medium
1244,Low
1245,None
1246,Very_High
1247,Low
1248,High
1249,None
1250,Medium
1251,None
1252,Low
1253,None
1254,Medium
1255,Very_High
1256,None
1257,Medium
1258,None
1259,None
1260,Very_High
1261,Low
1262,Medium
1263,None
1264,None
1265,Medium
1266,Low
1267,Very_High
1268,Medium
1269,Medium
1270,None
1271,High
1272,High
1273,None
1274,Medium
1275,High
1276,None
1277,None
1278,None
1279,High
1280,None
1281,High
1282,Medium
1283,Low
1284,None
1285,None
1286,Medium
1287,Low
1288,Medium
1289,None
1290,Medium
1291,None
1292,High
1293,Low
1294,High
1295,None
1296,Low
1297,None
1298,None
1299,High
1300,Medium
1301,None
1302,Medium
1303,Medium
1304,Medium
1305,None
1306,None
1307,Very_High
1308,High
1309,Very_High
1310,High
1311,Low
1312,Low
1313,Low
1314,High
1315,High
1316,Low
1317,Very_High
1318,Low
1319,Medium
1320,None
1321,Medium
1322,Medium
1323,Low
1324,None
1325,None
1326,High
1327,Low
1328,None
1329,Medium
1330,Medium
1331,Low
1332,Low
1333,Medium
1334,Low
1335,High
1336,High
1337,Medium
1338,Very_High
1339,Low
1340,High
1341,High
1342,None
1343,Medium
1344,High
1345,Low
1346,Low
1347,Low
1348,Low
1349,High
1350,None
1351,None
1352,Low
1353,Medium
1354,Low
1355,None
1356,Low
1357,Medium
1358,Medium
1359,Very_High
1360,Low
1361,Low
1362,High
1363,None
1364,None
1365,High
1366,High
1367,Medium
1368,None
1369,None
1370,Medium
1371,None
1372,Very_High
1373,None
1374,Medium
1375,Low
1376,Low
1377,None
1378,None
1379,None
1380,None
1381,Very_High
1382,None
1383,Low
1384,None
1385,Medium
1386,None
1387,Medium
1388,Low
1389,Very_High
1390,Low
1391,High
1392,None
1393,Medium
1394,None
1395,None
1396,Low
1397,Low
1398,None
1399,Medium
1400,Very_High
1401,Medium
1402,None
1403,None
1404,None
1405,Low
1406,High
1407,Low
1408,None
1409,High
1410,Low
1411,Medium
1412,None
1413,Medium
1414,Medium
1415,Medium
1416,Low
1417,None
1418,High
1419,None
1420,Medium
1421,Medium
1422,None
1423,High
1424,Low
1425,High
1426,None
1427,Very_High
1428,Very_High
1429,Medium
1430,High
1431,Low
1432,None
1433,High
1434,None
1435,None
1436,None
1437,None
1438,Medium
1439,Medium
1440,Low
1441,Medium
1442,Low
1443,None
1444,Medium
1445,Low
1446,Medium
1447,None
1448,High
1449,Low
1450,High
1451,None
1452,Very_High
1453,Medium
1454,Low
1455,Low
1456,None
1457,Medium
1458,Very_High
1459,High
1460,Very_High
1461,None
1462,None
1463,Low
1464,None
1465,Medium
1466,None
1467,High
1468,None
1469,Medium
1470,Very_High
1471,Medium
1472,Very_High
1473,None
1474,Medium
1475,Medium
1476,Medium
1477,None
1478,High
1479,None
1480,Medium
1481,Medium
1482,Low
1483,Very_High
1484,None
1485,Medium
1486,Very_High
1487,Medium
1488,High
1489,Medium
1490,Low
1491,High
1492,High
1493,Low
1494,Low
1495,Medium
1496,None
1497,None
1498,None
1499,Low
1500,Low
